"TIME","GEO","S_ADJ","AGE","UNIT","SEX","Value","Flag and Footnotes"
"1989M04","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M04","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M04","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","1.8",""
"1989M04","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M04","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M04","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.9",""
"1989M04","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M04","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M04","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.1",""
"1989M04","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M04","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M04","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M04","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.2",""
"1989M04","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","1.6",""
"1989M04","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.2",""
"1989M04","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M04","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.1",""
"1989M04","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M04","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.2",""
"1989M04","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.4",""
"1989M05","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.5",""
"1989M05","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M05","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M05","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.8",""
"1989M05","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M05","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M05","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","15.0",""
"1989M05","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M05","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.7",""
"1989M05","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.7",""
"1989M05","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M05","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.8","p"
"1989M05","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M05","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M05","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M05","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","1.7",""
"1989M05","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M05","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M05","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.8",""
"1989M05","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M05","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M05","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.0",""
"1989M05","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M05","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M05","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M05","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.1",""
"1989M05","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","1.6",""
"1989M05","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.1",""
"1989M05","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M05","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.3",""
"1989M05","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M05","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.2",""
"1989M05","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.3",""
"1989M06","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.4",""
"1989M06","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M06","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M06","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.9",""
"1989M06","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M06","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M06","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","14.9",""
"1989M06","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1989M06","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.4",""
"1989M06","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.7",""
